sample,relpath,obfuscation_transformation,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,func_symbols_orig,func_symbols_obf,type_symbols_orig,type_symbols_obf,orig_state_hash,obf_state_hash,state_match,behavior_match,wasmer_valid_orig,wasmer_valid_obf,semantic_equivalence_bool,wasmer_error_orig,wasmer_error_obf
md5.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm,remove_dead_code,mut1,38555,39384,168,168,4,0,30,yes,yes,107,ok,95,fail,yes,yes,ERROR,0.00,70,0,182,0,,,yes,no,no,no,no,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm 'string' | , | RuntimeError: out of bounds memory access |     at <unnamed> (<module>[57]:0x7bb0) |     at <unnamed> (<module>[37]:0x3a50) |     at <unnamed> (<module>[48]:0x4207) |     at <unnamed> (<module>[47]:0x4023) |     at <unnamed> (<module>[52]:0x7876) |     at <unnamed> (<module>[11]:0xfb8) |     at <unnamed> (<module>[20]:0x3406) |     at <unnamed> (<module>[21]:0x3446) |     at <unnamed> (<module>[7]:0x223) |     at <unnamed> (<module>[65]:0x850a)
md5.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm,remove_dead_code,mut2,38555,38587,168,168,4,4,33,yes,yes,107,ok,109,ok,yes,yes,100.00,0.00,70,70,182,182,,,yes,yes,no,no,no,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm 'string' | ,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/WasmMutate_Results_wasmer/realworld_program/md5.wasm/remove_dead_code/mut2/md5-mut-0.wasm 'string' | 
md5.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm,remove_dead_code,mut3,38555,38546,168,168,4,4,29,yes,yes,107,ok,87,fail,yes,yes,100.00,0.00,70,69,182,182,,,yes,no,no,no,no,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm 'string' | , | 
md5.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm,peephole_remove_dead_code,mut1,38555,38525,168,168,4,4,29,yes,yes,107,ok,106,ok,yes,yes,100.00,0.00,70,70,182,182,,,yes,yes,no,no,no,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm 'string' | ,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/WasmMutate_Results_wasmer/realworld_program/md5.wasm/peephole_remove_dead_code/mut1/md5-mut-0.wasm 'string' | 
md5.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm,peephole_remove_dead_code,mut2,38555,38562,168,168,4,4,29,yes,yes,107,ok,88,ok,yes,yes,100.00,0.00,70,70,182,182,,,yes,yes,no,no,no,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm 'string' | ,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/WasmMutate_Results_wasmer/realworld_program/md5.wasm/peephole_remove_dead_code/mut2/md5-mut-0.wasm 'string' | 
md5.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm,peephole_remove_dead_code,mut3,38555,38568,168,168,4,4,32,yes,yes,107,ok,107,ok,yes,yes,99.99,0.00,70,71,182,182,,,yes,yes,no,no,no,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm 'string' | ,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/WasmMutate_Results_wasmer/realworld_program/md5.wasm/peephole_remove_dead_code/mut3/md5-mut-0.wasm 'string' | 
md5.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm,add_type_remove_dead_code,mut1,38555,38556,168,168,4,4,37,yes,yes,107,ok,97,ok,yes,yes,99.99,0.00,70,70,182,182,,,yes,yes,no,no,no,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm 'string' | ,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/WasmMutate_Results_wasmer/realworld_program/md5.wasm/add_type_remove_dead_code/mut1/md5-mut-0.wasm 'string' | 
md5.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm,add_type_remove_dead_code,mut2,38555,38681,168,169,4,0,32,yes,yes,107,ok,101,ok,yes,yes,ERROR,0.00,70,0,182,0,,,yes,yes,no,no,no,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm 'string' | ,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/WasmMutate_Results_wasmer/realworld_program/md5.wasm/add_type_remove_dead_code/mut2/md5-mut-0.wasm 'string' | 
md5.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm,add_type_remove_dead_code,mut3,38555,38435,168,168,4,4,28,yes,yes,107,ok,31,ok,yes,yes,100.00,0.00,70,70,182,182,,,yes,yes,no,no,no,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm 'string' | ,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/WasmMutate_Results_wasmer/realworld_program/md5.wasm/add_type_remove_dead_code/mut3/md5-mut-0.wasm 'string' | 
md5.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm,peephole_add_type_remove_dead_code,mut1,38555,38477,168,168,4,4,31,yes,yes,107,ok,102,fail,yes,yes,99.91,0.00,70,70,182,182,,,yes,no,no,no,no,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm 'string' | , | 
md5.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm,peephole_add_type_remove_dead_code,mut2,38555,38575,168,168,4,4,34,yes,yes,107,ok,92,ok,yes,yes,99.98,0.00,70,70,182,182,,,yes,yes,no,no,no,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/realworld_program/callindirect_O2/md5.wasm 'string' | ,usage: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/WasmMutate_Results_wasmer/realworld_program/md5.wasm/peephole_add_type_remove_dead_code/mut2/md5-mut-0.wasm 'string' | 
