sample,relpath,obfuscation_transformation,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,func_symbols_orig,func_symbols_obf,type_symbols_orig,type_symbols_obf,orig_state_hash,obf_state_hash,state_match,behavior_match,wasmer_valid_orig,wasmer_valid_obf,semantic_equivalence_bool,wasmer_error_orig,wasmer_error_obf
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_function,mut2,4828,4870,0,0,4,4,63,yes,yes,79,ok,165,ok,yes,yes,99.82,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_function,mut3,4828,4844,0,0,4,4,61,yes,yes,79,ok,145,ok,yes,yes,99.90,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_function,mut1,4828,4821,0,0,4,4,60,yes,yes,79,ok,89,ok,yes,yes,99.98,0.00,8,7,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_function,mut2,4828,4828,0,0,4,4,48,yes,yes,79,ok,68,ok,yes,yes,100.00,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_function,mut3,4828,4843,0,0,4,4,49,yes,yes,79,ok,114,ok,yes,yes,99.85,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_type_add_function,mut1,4828,4971,0,0,4,4,74,yes,yes,79,ok,168,ok,yes,yes,99.88,0.00,8,9,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_type_add_function,mut2,4828,4835,0,0,4,4,61,yes,yes,79,ok,153,ok,yes,yes,99.93,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_type_add_function,mut3,4828,4813,0,0,4,4,55,yes,yes,79,ok,157,ok,yes,yes,99.86,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_type_add_function,mut1,4828,4865,0,0,4,4,67,yes,yes,79,ok,148,ok,yes,yes,99.78,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_type_add_function,mut2,4828,4861,0,0,4,4,63,yes,yes,79,ok,146,ok,yes,yes,99.85,0.00,8,9,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_type_add_function,mut3,4828,4774,0,0,4,4,86,yes,yes,79,ok,143,ok,yes,yes,99.70,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,remove_dead_code,mut1,4828,4845,0,0,4,4,56,yes,yes,79,ok,126,ok,yes,yes,99.93,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,remove_dead_code,mut2,4828,4846,0,0,4,4,76,yes,yes,79,ok,168,ok,yes,yes,99.85,0.00,8,7,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,remove_dead_code,mut3,4828,4881,0,0,4,4,69,yes,yes,79,ok,133,ok,yes,yes,99.81,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_remove_dead_code,mut1,4828,4794,0,0,4,4,73,yes,yes,79,ok,134,ok,yes,yes,99.28,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_remove_dead_code,mut2,4828,4861,0,0,4,4,69,yes,yes,79,ok,161,ok,yes,yes,99.80,0.00,8,9,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_remove_dead_code,mut3,4828,4850,0,0,4,4,63,yes,yes,79,ok,148,ok,yes,yes,99.85,0.00,8,10,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_type_remove_dead_code,mut1,4828,4849,0,0,4,4,67,yes,yes,79,ok,139,ok,yes,yes,99.89,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_type_remove_dead_code,mut2,4828,4695,0,0,4,4,54,yes,yes,79,ok,151,ok,yes,yes,99.03,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_type_remove_dead_code,mut3,4828,4838,0,0,4,4,60,yes,yes,79,ok,128,ok,yes,yes,99.96,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_type_remove_dead_code,mut1,4828,4643,0,0,4,4,67,yes,yes,79,ok,137,ok,yes,yes,98.75,0.00,8,7,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_type_remove_dead_code,mut2,4828,4719,0,0,4,4,62,yes,yes,79,ok,147,ok,yes,yes,98.91,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_type_remove_dead_code,mut3,4828,1551,0,0,4,4,89,yes,yes,79,ok,122,ok,yes,yes,38.86,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_function_remove_dead_code,mut1,4828,4847,0,0,4,4,60,yes,yes,79,ok,172,ok,yes,yes,99.92,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_function_remove_dead_code,mut2,4828,4828,0,0,4,4,57,yes,yes,79,ok,76,ok,yes,yes,100.00,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_function_remove_dead_code,mut3,4828,1266,0,0,4,4,59,yes,yes,79,ok,126,ok,yes,yes,32.41,0.00,8,7,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_function_remove_dead_code,mut1,4828,4866,0,0,4,4,86,yes,yes,79,ok,154,ok,yes,yes,99.80,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_function_remove_dead_code,mut2,4828,4831,0,0,4,4,75,yes,yes,79,ok,88,ok,yes,yes,100.00,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_function_remove_dead_code,mut3,4828,4219,0,0,4,4,61,yes,yes,79,ok,133,ok,yes,yes,94.40,0.00,8,9,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_type_add_function_remove_dead_code,mut1,4828,4956,0,0,4,4,69,yes,yes,79,ok,146,ok,yes,yes,99.89,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_type_add_function_remove_dead_code,mut2,4828,4889,0,0,4,4,71,yes,yes,79,ok,140,ok,yes,yes,99.82,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,add_type_add_function_remove_dead_code,mut3,4828,4862,0,0,4,4,65,yes,yes,79,ok,144,ok,yes,yes,99.78,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_type_add_function_remove_dead_code,mut1,4828,4651,0,0,4,4,85,yes,yes,79,ok,166,ok,yes,yes,98.39,0.00,8,9,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
5o1u.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/btree_manticore/5o1u.wasm,peephole_add_type_add_function_remove_dead_code,mut2,4828,4851,0,0,4,4,60,yes,yes,79,ok,158,ok,yes,yes,99.91,0.00,8,8,4,4,,,yes,yes,no,no,no," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"," | error: The module doesn't export a ""_start"" function. Either implement it or specify an entry function with --invoke | ╰─▶ 1: Missing export _start"
