sample,relpath,obfuscation_transformation,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,func_symbols_orig,func_symbols_obf,type_symbols_orig,type_symbols_obf,orig_state_hash,obf_state_hash,state_match,behavior_match,wasmer_valid_orig,wasmer_valid_obf,semantic_equivalence_bool,wasmer_error_orig,wasmer_error_obf
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_function,mut2,26183,26174,13,13,4,4,42,yes,yes,50,ok,49,ok,yes,yes,100.00,0.00,60,60,26,26,,,yes,yes,yes,no,no,, | error: Spawn failed | ╰─▶ 1: Missing export No imported or exported memory found
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_function,mut3,26183,26112,13,13,4,4,46,yes,yes,50,ok,49,ok,yes,yes,99.90,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_function,mut1,26183,26190,13,13,4,4,53,yes,yes,50,ok,69,ok,yes,yes,100.00,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_function,mut2,26183,25776,13,13,4,4,69,yes,yes,50,ok,50,ok,yes,yes,99.52,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_function,mut3,26183,26307,13,13,4,0,38,yes,yes,50,ok,51,ok,yes,yes,ERROR,0.00,60,0,26,0,,,yes,yes,yes,no,no,, | error: Spawn failed | ╰─▶ 1: Missing export No imported or exported memory found
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_type_add_function,mut1,26183,26174,13,13,4,0,38,yes,yes,50,ok,52,ok,yes,yes,ERROR,0.00,60,60,26,26,,,yes,yes,yes,no,no,, | error: Spawn failed | ╰─▶ 1: Missing export No imported or exported memory found
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_type_add_function,mut2,26183,26320,13,13,4,4,36,yes,yes,50,ok,52,ok,yes,yes,99.98,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_type_add_function,mut3,26183,25559,13,13,4,4,45,yes,yes,50,ok,52,fail,yes,yes,99.58,0.00,60,60,26,26,,,yes,no,yes,no,no,, | 
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_type_add_function,mut1,26183,25525,13,13,4,4,52,yes,yes,50,ok,49,ok,yes,yes,99.60,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_type_add_function,mut2,26183,26183,13,13,4,4,60,yes,yes,50,ok,25,ok,yes,yes,100.00,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_type_add_function,mut3,26183,26174,13,13,4,4,144,yes,yes,50,ok,51,fail,yes,yes,100.00,0.00,60,59,26,26,,,yes,no,yes,no,no,, | 
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,remove_dead_code,mut1,26183,26189,13,13,4,4,55,yes,yes,50,ok,60,fail,yes,yes,99.97,0.00,60,60,26,26,,,yes,no,yes,no,no,, | RuntimeError: uninitialized element |     at fiypqock (<module>[40]:0x27c0) |     at lgbsexhw (<module>[50]:0x2e1c) |     at zuasovqw (<module>[49]:0x2c4a) |     at jvwzsxfq (<module>[28]:0x22d0) |     at dwkqzgei (<module>[9]:0x334) |     at notkexia (<module>[16]:0x21be) |     at bsauxqci (<module>[8]:0x1e5)
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,remove_dead_code,mut2,26183,25817,13,12,4,4,36,yes,yes,50,ok,48,fail,yes,yes,99.53,0.00,60,60,26,25,,,yes,no,yes,no,no,, | 
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,remove_dead_code,mut3,26183,26180,13,13,4,4,50,yes,yes,50,ok,48,fail,yes,yes,99.98,0.00,60,60,26,26,,,yes,no,yes,no,no,, | RuntimeError: uninitialized element |     at fiypqock (<module>[40]:0x27bb) |     at lgbsexhw (<module>[50]:0x2e0d) |     at zuasovqw (<module>[49]:0x2c3b) |     at jvwzsxfq (<module>[28]:0x22cb) |     at dwkqzgei (<module>[9]:0x32f) |     at notkexia (<module>[16]:0x21b9) |     at bsauxqci (<module>[8]:0x1e0)
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_remove_dead_code,mut1,26183,20194,13,13,4,4,56,yes,yes,50,ok,61,fail,yes,yes,84.65,0.00,60,60,26,26,,,yes,no,yes,no,no,, | 
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_remove_dead_code,mut2,26183,26182,13,13,4,4,58,yes,yes,50,ok,53,fail,yes,yes,99.98,0.00,60,60,26,26,,,yes,no,yes,no,no,, | RuntimeError: unreachable |     at hxmndlqc (<module>[20]:0x222f) |     at mevgxbnl (<module>[33]:0x249f) |     at uevmjody (<module>[34]:0x24f6) |     at fiypqock (<module>[40]:0x27bf) |     at lgbsexhw (<module>[50]:0x2e15) |     at zuasovqw (<module>[49]:0x2c43) |     at jvwzsxfq (<module>[28]:0x22cf) |     at dwkqzgei (<module>[9]:0x33d) |     at notkexia (<module>[16]:0x21c7) |     at bsauxqci (<module>[8]:0x1ee)
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_remove_dead_code,mut3,26183,26175,13,13,4,4,40,yes,yes,50,ok,50,fail,yes,yes,99.90,0.00,60,60,26,26,,,yes,no,yes,no,no,, | RuntimeError: out of bounds memory access |     at eftwukln (<module>[38]:0x263c) |     at usbwqidc (<module>[27]:0x22b6) |     at bsauxqci (<module>[8]:0x1ed)
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_type_remove_dead_code,mut1,26183,26174,13,13,4,4,33,yes,yes,50,ok,49,fail,yes,yes,99.99,0.00,60,60,26,26,,,yes,no,yes,no,no,, | RuntimeError: uninitialized element |     at fiypqock (<module>[40]:0x27bb) |     at lgbsexhw (<module>[50]:0x2e0d) |     at zuasovqw (<module>[49]:0x2c3b) |     at jvwzsxfq (<module>[28]:0x22cb) |     at dwkqzgei (<module>[9]:0x32f) |     at notkexia (<module>[16]:0x21b9) |     at bsauxqci (<module>[8]:0x1e0)
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_type_remove_dead_code,mut2,26183,26186,13,13,4,4,45,yes,yes,50,ok,50,ok,yes,yes,100.00,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_type_remove_dead_code,mut3,26183,26208,13,13,4,4,47,yes,yes,50,ok,50,fail,yes,yes,99.96,0.00,60,60,26,26,,,yes,no,yes,no,no,, | RuntimeError: uninitialized element |     at fiypqock (<module>[40]:0x27dd) |     at lgbsexhw (<module>[50]:0x2e2f) |     at zuasovqw (<module>[49]:0x2c5d) |     at jvwzsxfq (<module>[28]:0x22ed) |     at dwkqzgei (<module>[9]:0x351) |     at notkexia (<module>[16]:0x21db) |     at bsauxqci (<module>[8]:0x202)
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_type_remove_dead_code,mut1,26183,6207170,13,13,4,201,98,yes,yes,50,ok,147,ok,yes,yes,5.23,0.00,60,60,26,26,,,yes,yes,yes,no,no,, | error: Spawn failed | ╰─▶ 1: Failed to create the instance - RuntimeError: out of bounds memory access
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_type_remove_dead_code,mut2,26183,26291,13,13,4,4,46,yes,yes,50,ok,50,ok,yes,yes,99.83,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_type_remove_dead_code,mut3,26183,25891,13,13,4,4,51,yes,yes,50,ok,49,ok,yes,yes,99.60,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_function_remove_dead_code,mut1,26183,20243,13,13,4,4,47,yes,yes,50,ok,52,fail,yes,yes,84.51,0.00,60,60,26,26,,,yes,no,yes,no,no,, | 
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_function_remove_dead_code,mut2,26183,25547,13,13,4,4,40,yes,yes,50,ok,51,ok,yes,yes,99.58,0.00,60,60,26,26,,,yes,yes,yes,no,no,, | error: Spawn failed | ╰─▶ 1: Missing export No imported or exported memory found
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_function_remove_dead_code,mut3,26183,26183,13,13,4,4,45,yes,yes,50,ok,23,ok,yes,yes,100.00,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_function_remove_dead_code,mut1,26183,26228,13,13,4,4,45,yes,yes,50,ok,57,ok,yes,yes,99.96,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_function_remove_dead_code,mut2,26183,25413,13,13,4,5,40,yes,yes,50,ok,50,ok,yes,yes,99.76,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_function_remove_dead_code,mut3,26183,26163,13,13,4,4,50,yes,yes,50,ok,49,ok,yes,yes,100.00,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_type_add_function_remove_dead_code,mut1,26183,26160,13,13,4,4,32,yes,yes,50,ok,50,ok,yes,yes,99.98,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_type_add_function_remove_dead_code,mut2,26183,25866,13,13,4,4,46,yes,yes,50,ok,51,ok,yes,yes,99.76,0.00,60,60,26,26,,,yes,yes,yes,no,no,, | error: Spawn failed | ╰─▶ 1: Missing export No imported or exported memory found
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_type_add_function_remove_dead_code,mut3,26183,26018,13,13,4,4,45,yes,yes,50,ok,52,fail,yes,yes,99.80,0.00,60,60,26,26,,,yes,no,yes,no,no,, | RuntimeError: out of bounds memory access |     at fplyqwck (<module>[54]:0x50e5) |     at fiypqock (<module>[40]:0x27ea) |     at lgbsexhw (<module>[50]:0x2e16) |     at zuasovqw (<module>[49]:0x2c44) |     at jvwzsxfq (<module>[28]:0x22d4) |     at dwkqzgei (<module>[9]:0x338) |     at notkexia (<module>[16]:0x21c2) |     at bsauxqci (<module>[8]:0x1e9)
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_type_add_function_remove_dead_code,mut1,26183,26182,13,13,4,4,32,yes,yes,50,ok,56,fail,yes,yes,100.00,0.00,60,60,26,26,,,yes,no,yes,no,no,, | 
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_type_add_function_remove_dead_code,mut2,26183,26174,13,13,4,4,44,yes,yes,50,ok,24,ok,yes,yes,100.00,0.00,60,60,26,26,,,yes,yes,yes,no,no,, | error: Spawn failed | ╰─▶ 1: Missing export No imported or exported memory found
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_add_type_add_function_remove_dead_code,mut3,26183,26105,13,13,4,4,47,yes,yes,50,ok,49,fail,yes,yes,99.99,0.00,60,60,26,26,,,yes,no,yes,no,no,, | RuntimeError: uninitialized element |     at fiypqock (<module>[40]:0x27bb) |     at lgbsexhw (<module>[50]:0x2e0d) |     at zuasovqw (<module>[49]:0x2c3b) |     at jvwzsxfq (<module>[28]:0x22cb) |     at dwkqzgei (<module>[9]:0x32f) |     at notkexia (<module>[16]:0x21b9) |     at bsauxqci (<module>[8]:0x1e0)
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,edit_custom_sections,mut1,26183,26157,13,13,4,4,42,yes,yes,50,ok,53,fail,yes,yes,99.98,0.00,60,60,26,26,,,yes,no,yes,no,no,, | 
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,edit_custom_sections,mut2,26183,26174,13,13,4,4,64,yes,yes,50,ok,44,fail,yes,yes,99.99,0.00,60,60,26,26,,,yes,no,yes,no,no,, | RuntimeError: uninitialized element |     at fiypqock (<module>[40]:0x27bb) |     at lgbsexhw (<module>[50]:0x2e0d) |     at zuasovqw (<module>[49]:0x2c3b) |     at jvwzsxfq (<module>[28]:0x22cb) |     at dwkqzgei (<module>[9]:0x32f) |     at notkexia (<module>[16]:0x21b9) |     at bsauxqci (<module>[8]:0x1e0)
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,edit_custom_sections,mut3,26183,26165,13,13,4,4,48,yes,yes,50,ok,52,ok,yes,yes,99.99,0.00,60,60,26,26,,,yes,yes,yes,no,no,, | error: Spawn failed | ╰─▶ 1: Missing export No imported or exported memory found
1b-4-1-0-0-dc-2-1-0.wasm,/srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/Wasmutate_Wasmer/sub_data_test/basic-algorithms/nameOB/1b-4-1-0-0-dc-2-1-0.wasm,peephole_edit_custom_sections,mut1,26183,26178,13,13,4,4,34,yes,yes,50,ok,51,ok,yes,yes,99.99,0.00,60,60,26,26,,,yes,yes,yes,yes,yes,,
