sample,relpath,obfuscation_transformation,pipeline_depth,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,spec_valid_orig,spec_valid_obf,semantic_equivalence_bool,spec_violation_count,undefined_behavior_risk,spec_errors_orig,spec_errors_obf
1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,mba_transformation,1,pipe17,26174,27183,13,13,4,4,2671.27,yes,yes,12.58,ok,126.3,err,yes,yes,95.34,100.0,no,no,no,2,yes,string:1.1-1.209: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm: No such file or directory,file_not_found
1b-1-2-1-1-gt127-1-0-1.wasm,nameOB/1b-1-2-1-1-gt127-1-0-1.wasm,constant_value_splitting,1,pipe18,26212,25446,13,13,4,4,4370.6,yes,yes,12.7,ok,105.92,err,yes,yes,99.59,100.0,no,no,no,2,yes,string:1.1-1.200: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-1-gt127-1-0-1.wasm: No such file or directory,file_not_found
1b-1-2-1-1-gt127-1-0-1.wasm,nameOB/1b-1-2-1-1-gt127-1-0-1.wasm,direct_to_indirect,1,pipe12,26212,25972,13,168,4,4,4322.25,yes,yes,12.7,ok,68.43,err,yes,yes,98.49,100.0,no,no,no,2,yes,string:1.1-1.200: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-1-gt127-1-0-1.wasm: No such file or directory,file_not_found
1b-1-2-1-1-gt127-1-0-1.wasm,nameOB/1b-1-2-1-1-gt127-1-0-1.wasm,element_insertion,1,pipe5,26212,26286,13,13,4,4,3450.75,yes,yes,12.7,ok,121.42,err,yes,yes,98.96,100.0,no,no,no,2,yes,string:1.1-1.200: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-1-gt127-1-0-1.wasm: No such file or directory,file_not_found
decimaltooctal.wasm,nameOB/decimaltooctal.wasm,import_insertion,1,pipe1,26442,28245,13,13,4,4,2210.6,yes,yes,10.5,ok,225.35,err,yes,yes,98.73,100.0,no,no,no,2,yes,string:1.1-1.192: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/decimaltooctal.wasm: No such file or directory,file_not_found
1b-1-2-1-1-gt127-1-0-1.wasm,nameOB/1b-1-2-1-1-gt127-1-0-1.wasm,import_insertion,1,pipe1,26212,27923,13,13,4,4,3655.94,yes,yes,12.7,ok,194.28,err,yes,yes,98.77,100.0,no,no,no,2,yes,string:1.1-1.200: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-1-gt127-1-0-1.wasm: No such file or directory,file_not_found
1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,data_encryption,1,pipe8,26174,25863,13,13,4,13,3046.85,yes,yes,12.58,ok,111.77,err,yes,yes,98.0,100.0,no,no,no,2,yes,string:1.1-1.209: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm: No such file or directory,file_not_found
1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,function_body_cloning,1,pipe3,26174,25408,13,13,4,4,2867.38,yes,yes,12.58,ok,15.18,err,yes,yes,99.58,100.0,no,no,no,2,yes,string:1.1-1.209: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm: No such file or directory,file_not_found
1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,import_insertion,1,pipe1,26174,27869,13,13,4,4,3960.03,yes,yes,12.58,ok,160.66,err,yes,yes,98.78,100.0,no,no,no,2,yes,string:1.1-1.209: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm: No such file or directory,file_not_found
1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,constant_value_splitting,1,pipe18,26174,25408,13,13,4,4,2826.06,yes,yes,12.58,ok,131.41,err,yes,yes,99.58,100.0,no,no,no,2,yes,string:1.1-1.209: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm: No such file or directory,file_not_found
1b-1-2-1-1-gt127-1-0-1.wasm,nameOB/1b-1-2-1-1-gt127-1-0-1.wasm,function_body_cloning,1,pipe3,26212,25446,13,13,4,4,3645.32,yes,yes,12.7,ok,123.47,err,yes,yes,99.59,100.0,no,no,no,2,yes,string:1.1-1.200: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-1-gt127-1-0-1.wasm: No such file or directory,file_not_found
decimaltooctal.wasm,nameOB/decimaltooctal.wasm,function_sig_insertion,1,pipe0,26442,26851,13,13,4,4,2536.91,yes,yes,10.5,ok,121.46,err,yes,yes,98.48,100.0,no,no,no,2,yes,string:1.1-1.192: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/decimaltooctal.wasm: No such file or directory,file_not_found
1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,export_insertion,1,pipe6,26174,28518,13,13,4,4,3080.67,yes,yes,12.58,ok,109.89,err,yes,yes,98.91,100.0,no,no,no,2,yes,string:1.1-1.209: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm: No such file or directory,file_not_found
1b-4-1-0-0-dc-2-1-0.wasm,nameOB/1b-4-1-0-0-dc-2-1-0.wasm,function_sig_insertion,1,pipe0,26183,26579,13,13,4,4,3344.21,yes,yes,11.82,ok,161.16,err,yes,yes,98.53,100.0,no,no,no,2,yes,string:1.1-1.197: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-4-1-0-0-dc-2-1-0.wasm: No such file or directory,file_not_found
1b-1-2-1-1-gt127-1-0-1.wasm,nameOB/1b-1-2-1-1-gt127-1-0-1.wasm,global_insertion,1,pipe4,26212,26396,13,13,4,4,3839.44,yes,yes,12.7,ok,250.66,err,yes,yes,98.87,100.0,no,no,no,2,yes,string:1.1-1.200: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-1-gt127-1-0-1.wasm: No such file or directory,file_not_found
1b-4-1-0-0-dc-2-1-0.wasm,nameOB/1b-4-1-0-0-dc-2-1-0.wasm,direct_to_indirect,1,pipe12,26183,25943,13,168,4,4,3954.9,yes,yes,11.82,ok,72.75,err,yes,yes,98.48,100.0,no,no,no,2,yes,string:1.1-1.197: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-4-1-0-0-dc-2-1-0.wasm: No such file or directory,file_not_found
1b-4-1-0-0-dc-2-1-0.wasm,nameOB/1b-4-1-0-0-dc-2-1-0.wasm,element_insertion,1,pipe5,26183,26257,13,13,4,4,3433.83,yes,yes,11.82,ok,199.06,err,yes,yes,98.98,100.0,no,no,no,2,yes,string:1.1-1.197: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-4-1-0-0-dc-2-1-0.wasm: No such file or directory,file_not_found
1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,direct_to_indirect,1,pipe12,26174,25937,13,169,4,4,2887.62,yes,yes,12.58,ok,16.02,err,yes,yes,98.45,100.0,no,no,no,2,yes,string:1.1-1.209: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm: No such file or directory,file_not_found
1b-1-2-1-1-gt127-1-0-1.wasm,nameOB/1b-1-2-1-1-gt127-1-0-1.wasm,export_insertion,1,pipe6,26212,29062,13,13,4,4,4311.47,yes,yes,12.7,ok,212.72,err,yes,yes,98.86,100.0,no,no,no,2,yes,string:1.1-1.200: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-1-gt127-1-0-1.wasm: No such file or directory,file_not_found
1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,element_insertion,1,pipe5,26174,26248,13,13,4,4,2964.0,yes,yes,12.58,ok,87.07,err,yes,yes,98.96,100.0,no,no,no,2,yes,string:1.1-1.209: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm: No such file or directory,file_not_found
1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,function_sig_insertion,1,pipe0,26174,26620,13,13,4,4,3745.66,yes,yes,12.58,ok,171.26,err,yes,yes,98.52,100.0,no,no,no,2,yes,string:1.1-1.209: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm: No such file or directory,file_not_found
decimaltooctal.wasm,nameOB/decimaltooctal.wasm,export_insertion,1,pipe6,26442,28904,13,13,4,4,2246.81,yes,yes,10.5,ok,85.12,err,yes,yes,98.87,100.0,no,no,no,2,yes,string:1.1-1.192: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/decimaltooctal.wasm: No such file or directory,file_not_found
1b-4-1-0-0-dc-2-1-0.wasm,nameOB/1b-4-1-0-0-dc-2-1-0.wasm,import_insertion,1,pipe1,26183,27666,13,13,4,4,3182.64,yes,yes,11.82,ok,96.63,err,yes,yes,98.83,100.0,no,no,no,2,yes,string:1.1-1.197: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-4-1-0-0-dc-2-1-0.wasm: No such file or directory,file_not_found
decimaltooctal.wasm,nameOB/decimaltooctal.wasm,element_insertion,1,pipe5,26442,26516,13,13,4,4,2372.74,yes,yes,10.5,ok,81.06,err,yes,yes,98.92,100.0,no,no,no,2,yes,string:1.1-1.192: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/decimaltooctal.wasm: No such file or directory,file_not_found
1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,global_insertion,1,pipe4,26174,26377,13,13,4,4,3007.92,yes,yes,12.58,ok,88.83,err,yes,yes,98.81,100.0,no,no,no,2,yes,string:1.1-1.209: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm: No such file or directory,file_not_found
1b-1-2-1-1-gt127-1-0-1.wasm,nameOB/1b-1-2-1-1-gt127-1-0-1.wasm,function_sig_insertion,1,pipe0,26212,26652,13,13,4,4,3854.13,yes,yes,12.7,ok,183.18,err,yes,yes,98.53,100.0,no,no,no,2,yes,string:1.1-1.200: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-1-gt127-1-0-1.wasm: No such file or directory,file_not_found
decimaltooctal.wasm,nameOB/decimaltooctal.wasm,global_insertion,1,pipe4,26442,26610,13,13,4,4,2201.79,yes,yes,10.5,ok,75.39,err,yes,yes,98.8,100.0,no,no,no,2,yes,string:1.1-1.192: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/decimaltooctal.wasm: No such file or directory,file_not_found
decimaltooctal.wasm,nameOB/decimaltooctal.wasm,data_insertion,1,pipe7,26442,166427,13,13,4,4,2361.78,yes,yes,10.5,ok,75.7,err,yes,yes,76.84,100.0,no,no,no,2,yes,string:1.1-1.192: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/decimaltooctal.wasm: No such file or directory,file_not_found
1b-4-1-0-0-dc-2-1-0.wasm,nameOB/1b-4-1-0-0-dc-2-1-0.wasm,mba_transformation,1,pipe17,26183,27220,13,13,4,4,3490.01,yes,yes,11.82,ok,222.95,err,yes,yes,95.32,100.0,no,no,no,2,yes,string:1.1-1.197: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-4-1-0-0-dc-2-1-0.wasm: No such file or directory,file_not_found
1b-4-1-0-0-dc-2-1-0.wasm,nameOB/1b-4-1-0-0-dc-2-1-0.wasm,add_sub_transformation,1,pipe13,26183,25418,13,13,4,4,3724.99,yes,yes,11.82,ok,101.09,err,yes,yes,99.43,100.0,no,no,no,2,yes,string:1.1-1.197: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-4-1-0-0-dc-2-1-0.wasm: No such file or directory,file_not_found
1b-1-2-1-1-gt127-1-0-1.wasm,nameOB/1b-1-2-1-1-gt127-1-0-1.wasm,mba_transformation,1,pipe17,26212,27263,13,13,4,4,3397.25,yes,yes,12.7,ok,163.66,err,yes,yes,95.29,100.0,no,no,no,2,yes,string:1.1-1.200: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-1-gt127-1-0-1.wasm: No such file or directory,file_not_found
1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,shift_transformation,1,pipe14,26174,25467,13,13,4,4,2902.79,yes,yes,12.58,ok,37.24,err,yes,yes,98.41,100.0,no,no,no,2,yes,string:1.1-1.209: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm: No such file or directory,file_not_found
1b-4-1-0-0-dc-2-1-0.wasm,nameOB/1b-4-1-0-0-dc-2-1-0.wasm,shift_transformation,1,pipe14,26183,25476,13,13,4,4,3395.05,yes,yes,11.82,ok,56.97,err,yes,yes,98.43,100.0,no,no,no,2,yes,string:1.1-1.197: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-4-1-0-0-dc-2-1-0.wasm: No such file or directory,file_not_found
1b-1-2-1-1-gt127-1-0-1.wasm,nameOB/1b-1-2-1-1-gt127-1-0-1.wasm,add_sub_transformation,1,pipe13,26212,25447,13,13,4,4,4424.76,yes,yes,12.7,ok,47.28,err,yes,yes,99.41,100.0,no,no,no,2,yes,string:1.1-1.200: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-1-gt127-1-0-1.wasm: No such file or directory,file_not_found
1b-1-2-1-1-gt127-1-0-1.wasm,nameOB/1b-1-2-1-1-gt127-1-0-1.wasm,eqz_transformation,1,pipe15,26212,25712,13,13,4,4,3799.77,yes,yes,12.7,ok,73.74,err,yes,yes,98.98,100.0,no,no,no,2,yes,string:1.1-1.200: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-1-gt127-1-0-1.wasm: No such file or directory,file_not_found
1b-1-2-1-1-gt127-1-0-1.wasm,nameOB/1b-1-2-1-1-gt127-1-0-1.wasm,shift_transformation,1,pipe14,26212,25505,13,13,4,4,4068.23,yes,yes,12.7,ok,23.86,err,yes,yes,98.42,100.0,no,no,no,2,yes,string:1.1-1.200: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-2-1-1-gt127-1-0-1.wasm: No such file or directory,file_not_found
1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm,eqz_transformation,1,pipe15,26174,25674,13,13,4,4,2708.06,yes,yes,12.58,ok,17.26,err,yes,yes,98.97,100.0,no,no,no,2,yes,string:1.1-1.209: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/1b-1-1-2-2-gt127_eq63_dep-0-0-0.wasm: No such file or directory,file_not_found
decimaltooctal.wasm,nameOB/decimaltooctal.wasm,data_encryption,1,pipe8,26442,26130,13,13,4,8,2113.26,yes,yes,10.5,ok,13.75,err,yes,yes,97.93,100.0,no,no,no,2,yes,string:1.1-1.192: i/o error: /srv/storage/killerdroid@storage3.rennes.grid5000.fr/datasets/Andromatch_Paper/SOK_WebAsssembly_2025_Grid5000/DualGraphWasm/data/Dataset_orig/Benign/btree/nameOB/decimaltooctal.wasm: No such file or directory,file_not_found
